L0006.SH.GE.Epi.ITS1.3	L0006.SH.GE.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.1	L0006.SH.CAS8.Root.ITS1.3	L0006.SH.GE.Soil.ITS1.2	L0006.SH.GE.Epi.ITS1.2	L0006.SH.PU.Endo.ITS1.3	L0006.SH.PU.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.4	L0006.SH.GE.Soil.ITS1.1	L0006.SH.SD.Endo.ITS1.3	L0006.SH.PU.Soil.ITS1.3	L0006.SH.SD.Soil.ITS1.3	L0006.SH.CAS9.Soil.ITS1.3	L0006.SH.GE.Endo.ITS1.3	L0006.SH.SD.Endo.ITS1.4	L0006.SH.CAS8.Soil.ITS1.1	L0006.SH.SD.Epi.ITS1.2	L0006.SH.SD.Endo.ITS1.1	L0006.SH.GE.Soil.ITS1.4	L0006.SH.CAS9.Soil.ITS1.1	L0006.SH.SD.Soil.ITS1.4	L0006.SH.GE.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.2	L0006.SH.GE.Endo.ITS1.1	L0006.SH.SD.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.1	L0006.SH.CAS9.Root.ITS1.2	L0006.SH.SD.Epi.ITS1.3	L0006.SH.CAS9.Soil.ITS1.2	L0006.SH.GE.Soil.ITS1.3	L0006.SH.PU.Soil.ITS1.4	L0006.SH.CAS8.Soil.ITS1.3	L0006.SH.PU.Epi.ITS1.3	L0006.SH.CAS9.Root.ITS1.1	L0006.SH.PU.Soil.ITS1.1	L0006.SH.GE.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.1	L0006.SH.SD.Epi.ITS1.1	L0006.SH.PU.Soil.ITS1.2	L0006.SH.SD.Endo.ITS1.2	L0006.SH.CAS8.Soil.ITS1.2	L0006.SH.CAS9.Root.ITS1.3	L0006.SH.PU.Epi.ITS1.2	L0006.SH.GE.Epi.ITS1.1	L0006.SH.CAS8.Root.ITS1.2	L0006.SH.CAS8.Root.ITS1.1
OTU_632	40	12	1	0	0	84	11	0	0	30	21	0	54	0	10	0	0	10	0	0	19	11	0	0	0	0	0	0	0	0	4	34	128	10	28	0	18	0	0	0	15	0	20	0	199	0	0	0
OTU_396	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	11	264	0	0	0	488	0	0	0
OTU_303	0	0	0	9	0	0	0	0	0	0	1	1	17	8	0	0	1	0	148	0	0	0	0	0	9	0	58	0	0	10	0	0	1	0	4	0	0	0	0	33	3	595	0	0	0	0	0	0
OTU_549	0	0	0	2	0	0	0	0	0	192	0	78	1	11	0	0	0	0	71	1	0	0	0	0	11	0	8	0	0	95	0	0	0	0	0	0	47	0	5	40	31	104	0	0	1	0	0	0
OTU_378	9	59	0	0	0	31	17	0	0	0	303	0	2	0	0	9	0	0	0	0	89	0	0	2	0	0	0	0	0	0	5	94	2	14	0	0	4	0	0	0	1	0	11	0	0	0	0	0
OTU_308	61	222	0	0	0	1	163	4	0	1	2	0	98	0	0	24	0	0	0	0	59	0	0	53	0	40	0	0	0	0	0	1	56	0	85	0	59	44	14	0	11	0	0	0	56	0	0	0
OTU_1018	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	111	0	0	0
OTU_407	1	0	0	23	0	214	1	0	0	0	33	0	17	2	0	0	0	0	3	147	114	0	3	0	97	0	1	0	0	1	0	147	6	0	1	0	5	0	0	19	4	0	19	0	0	0	0	0
OTU_1069	0	0	0	0	0	0	0	0	0	0	36	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_342	0	0	0	10	0	0	0	0	0	0	0	11	0	4	0	0	1	0	45	0	0	0	3	0	34	0	22	0	1	21	0	0	0	0	0	0	0	0	0	10	0	664	0	0	0	0	0	0
OTU_434	0	0	0	216	0	0	0	0	0	1	0	0	0	0	0	0	10	0	11	496	0	0	5	0	106	0	22	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0
OTU_355	78	2	2	6	0	1	0	0	13	23	4	0	15	9	0	11	2	0	7	333	3	0	6	0	6	0	4	0	0	4	0	0	6	6	4	0	2	0	0	83	75	0	0	0	14	27	0	0
OTU_340	0	88	0	0	0	2	0	0	0	0	36	0	0	0	0	0	0	0	0	0	4	0	0	277	0	613	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0
OTU_375	0	0	0	93	0	0	0	0	0	0	0	10	0	203	0	0	23	0	6	17	0	0	151	0	146	0	9	0	0	10	0	0	0	0	0	0	0	0	0	16	0	14	0	0	0	0	0	0
OTU_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	1183	0	0	0	0	0
OTU_327	0	0	0	37	0	111	5	0	0	0	102	1	3	10	0	0	0	0	3	3	594	0	3	0	69	0	0	0	0	7	0	28	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
OTU_998	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_325	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	954	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_284	0	0	0	25	0	0	0	0	0	7	2	0	161	108	0	0	0	7	56	1	0	0	36	0	232	0	19	0	0	14	0	0	105	0	1	0	75	0	63	21	35	0	12	0	1	0	0	0
OTU_464	0	0	0	0	0	21	84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0
OTU_613	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0
OTU_634	22	5	0	0	0	9	0	0	0	0	4	1	151	0	0	54	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	30	0	0	0	0	225	0	44	0	2	0	0	0	5	17	0	0
OTU_757	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_561	0	218	0	0	0	0	0	6	0	0	0	192	0	70	0	0	0	0	1	0	49	0	0	0	557	34	0	0	0	0	0	0	0	0	0	0	10	0	0	0	16	0	0	0	0	0	0	0
OTU_732	0	0	0	0	0	159	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_660	0	16	0	1	0	14	2	0	0	0	13	0	0	3	0	0	0	0	0	1	286	0	8	4	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_444	9	6	3	1	0	30	2	2	0	6	30	0	53	0	36	6	0	0	0	0	44	14	0	0	0	0	0	35	0	0	2	27	159	20	18	4	80	0	8	0	104	0	0	0	3	0	0	0
OTU_292	73	0	0	0	0	88	122	0	0	0	192	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
OTU_425	0	0	0	0	63	0	0	0	0	0	0	0	0	0	33	0	0	61	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	76	0	43	0	0	0	0	0	0	57	116	0	0	112	85
OTU_192	0	9	0	34	0	82	27	1	0	0	79	0	397	11	200	0	0	71	0	0	99	87	5	0	43	0	1	0	1	4	59	91	112	7	0	0	176	0	0	0	61	0	51	0	6	0	0	0
OTU_350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	971	0	4	0	1	0	57	0	9	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_879	0	0	0	41	0	0	0	0	0	0	0	1	0	13	0	0	0	0	6	39	1	0	16	0	136	0	1	0	0	9	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0
OTU_3904	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	6	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	2	0	0	0
OTU_412	0	1	2	4	0	2	0	39	88	32	8	0	304	3	23	5	0	30	1	0	8	107	13	0	21	0	0	0	0	0	6	6	160	2	19	0	10	0	0	7	30	0	0	0	3	0	0	0
OTU_686	0	0	0	78	0	0	0	0	0	0	0	10	0	29	0	0	2	0	7	3	0	0	43	0	89	0	14	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
OTU_881	8	7	0	0	0	3	39	4	0	0	0	0	2	0	0	42	0	54	0	0	3	0	0	0	0	20	0	0	0	2	0	4	0	85	2	0	25	23	0	1	2	0	39	0	60	0	0	0
OTU_602	0	0	0	49	0	0	0	0	0	0	0	22	0	87	0	0	13	0	0	9	0	0	65	0	62	0	6	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_486	21	17	28	3	0	1	13	0	0	51	1	13	45	8	0	0	6	0	33	0	0	0	30	9	13	0	64	0	0	76	0	1	35	0	41	0	99	0	23	5	43	7	0	0	54	0	0	0
OTU_416	0	12	0	0	0	21	1	0	0	8	73	0	89	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	19	46	11	6	0	25	0	0	0	7	0	0	0	6	10	0	0
OTU_1364	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
OTU_443	0	2	0	6	0	0	0	0	0	1	0	5	0	16	159	0	3	106	0	0	1	142	23	0	20	0	1	0	0	3	161	0	0	197	0	0	2	0	0	1	0	1	309	0	0	0	0	0
OTU_608	30	23	20	0	0	0	11	0	0	12	5	0	0	0	0	54	0	0	0	0	9	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	4	119	0	0	0	0	0	0	0	0	0	0
OTU_542	0	0	0	0	0	10	0	0	0	0	379	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0
OTU_919	0	0	0	0	0	0	0	0	0	0	0	0	3	0	217	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_590	0	0	0	9	0	0	0	0	0	0	0	0	1	244	0	0	1	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_156	0	0	0	906	0	0	0	4	0	1	98	130	0	32	0	0	358	0	77	0	1	0	29	0	1352	0	252	0	0	12	0	0	10	0	0	0	54	0	0	10	2	26	0	0	2	0	0	0
OTU_6019	3	29	5	0	0	3	0	0	0	5	38	0	21	1	202	0	0	6	0	0	81	12	0	24	2	2	0	5	3	0	12	168	19	224	4	4	154	0	3	0	120	0	135	0	21	1	0	0
OTU_712	0	81	0	0	0	14	0	0	0	13	1	0	50	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	11	0	96	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	79	0	0	0
OTU_420	0	9	1	4	0	0	0	0	0	4	0	19	6	7	0	0	1	0	205	0	0	0	17	0	62	0	150	0	0	125	0	0	0	0	0	0	0	1	1	39	0	18	0	0	0	0	0	0
OTU_811	0	0	0	87	0	0	0	0	0	0	0	0	0	45	0	0	1	0	5	7	0	0	23	0	31	0	0	0	0	1	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0
OTU_446	17	4	4	276	0	6	0	0	0	11	18	0	5	4	0	0	0	0	2	3	57	0	12	0	51	0	5	0	0	4	0	20	8	0	4	0	5	0	0	3	16	0	0	0	112	0	0	0
OTU_477	42	16	0	0	0	10	42	0	0	0	75	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_528	0	0	0	0	0	0	0	230	0	6	18	0	249	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	28	0	18	0	90	0	19	0	9	0	0	0	10	0	0	0
OTU_504	24	0	0	0	0	46	46	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0
OTU_382	24	330	0	0	0	188	70	0	0	0	5	0	0	0	0	0	0	0	0	0	158	0	0	5	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	12	61	0	0
OTU_828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_187	20	155	0	0	0	185	15	0	0	2	130	0	25	0	71	0	0	19	0	0	531	41	0	0	0	12	0	0	0	0	36	171	30	17	0	0	310	0	0	0	25	0	39	0	1	23	0	0
OTU_734	0	0	241	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6054	0	0	0	2	0	0	6	0	0	0	0	0	18	1	23	0	5	35	0	0	0	35	1	0	2	0	0	0	0	0	21	0	0	42	4	0	0	0	0	2	0	0	18	2	0	0	1	0
OTU_967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1033	24	1	0	0	0	1	2	0	0	0	0	0	0	0	1	95	2	0	0	1	2	3	0	1	0	7	0	0	0	0	0	3	0	5	0	4	0	4	0	0	0	0	0	3	0	0	0	0
OTU_638	2	7	0	5	0	82	0	0	0	0	131	0	0	3	28	0	0	0	1	0	24	5	0	0	4	0	1	0	0	0	7	43	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_544	6	5	0	19	0	102	10	0	0	0	109	0	0	39	0	0	0	0	0	0	83	1	76	0	21	0	1	0	0	1	0	187	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_265	0	0	1	0	0	0	0	0	10	40	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	23	0	0	0	1009	0	0	0	1	0	0	0	0	0	0	0
OTU_1157	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0
OTU_300	0	0	0	145	0	0	0	0	0	1	0	1	0	214	0	0	626	0	21	1	0	0	150	0	217	0	29	0	0	21	0	0	0	0	0	0	0	0	0	19	0	14	0	0	0	0	0	0
OTU_624	14	42	0	0	0	29	0	0	0	0	16	0	0	0	0	108	0	0	0	0	44	0	0	25	0	0	0	0	0	0	0	74	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0
OTU_271	202	154	5	1	0	47	76	1	0	8	17	2	11	9	0	24	2	0	19	1	12	0	11	50	6	8	5	0	0	5	0	19	12	0	13	0	6	3	0	10	15	2	0	0	252	82	0	0
OTU_989	0	0	0	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	6	0	0	0	0	0	0
OTU_1378	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_833	0	0	0	0	0	49	10	0	0	0	8	0	0	0	0	75	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1918	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5649	0	0	0	1	0	0	0	0	0	2	0	0	30	0	0	0	684	0	0	0	0	0	953	0	0	0	0	38	0	0	0	0	0	0	0	0	29	0	62	1	1	0	0	0	0	0	0	0
OTU_318	1	7	15	0	0	28	2	1	1	56	5	0	8	0	8	0	0	0	0	0	188	5	0	0	1	0	0	0	0	0	9	10	895	3	0	0	15	0	0	0	8	0	10	0	0	5	0	0
OTU_290	0	0	0	241	0	0	0	0	0	0	0	15	0	167	0	0	640	1	10	57	0	0	134	0	294	0	27	0	0	17	0	0	0	0	0	0	0	0	0	14	0	13	0	0	0	0	0	0
OTU_539	17	7	0	0	0	31	260	0	0	0	22	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
OTU_1197	0	0	0	0	0	0	0	0	0	0	5	0	0	0	23	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0
OTU_402	0	0	0	1	0	6	10	0	0	0	18	0	0	1	0	16	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0
OTU_648	0	0	0	8	0	0	0	0	0	0	0	206	0	1	0	0	0	0	0	8	0	0	2	0	53	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0	0	0	0
OTU_324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_417	7	13	0	2	0	9	0	0	25	3	54	0	32	11	0	229	0	0	2	0	6	5	2	0	9	0	0	0	0	4	0	79	52	0	19	0	2	0	0	4	47	0	0	0	84	0	0	0
OTU_270	20	9	0	0	0	0	31	0	0	254	0	0	55	0	0	0	0	0	2	0	1	0	11	0	5	0	4	0	0	0	0	0	138	0	133	0	175	0	29	2	330	0	0	0	1	8	0	0
OTU_995	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5475	0	0	0	0	0	0	0	0	1	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	10	0	0	0
OTU_432	0	0	0	1	0	1	0	0	0	0	1	0	2	1	174	0	0	51	0	0	10	73	3	0	0	0	0	0	0	0	123	8	1	71	0	0	3	0	0	0	2	0	46	0	0	0	0	0
OTU_597	0	0	0	0	0	0	0	0	0	0	2	0	26	0	56	0	0	33	0	0	58	137	0	0	0	0	0	0	0	0	88	5	27	28	1	0	103	0	0	0	19	0	8	0	0	0	0	0
OTU_285	7	51	0	0	0	202	36	0	0	0	202	0	26	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	41	39	75	1	0	20	0	0	0	7	0	0	0	6	0	0	0
OTU_586	0	0	26	0	0	0	0	0	8	84	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	35	0	0	0	6	0	0	0	11	0	0	0	12	0	0	0
OTU_1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1482	4	289	0	0	0	0	15	0	0	2	1	0	2	0	0	0	5	0	0	3	14	0	0	0	0	0	2	0	0	2	0	4	3	0	4	0	1	0	0	1	18	0	0	0	19	51	0	0
OTU_813	0	0	0	15	0	0	0	0	0	0	0	0	11	0	0	0	43	0	2	2	0	0	135	0	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1250	0	15	0	0	0	1	84	0	0	0	3	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1427	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_644	37	0	0	5	0	1	0	0	0	0	2	0	0	2	0	123	0	0	0	0	6	0	39	0	12	0	19	0	0	1	0	113	0	0	0	28	3	21	0	0	0	4	0	0	0	0	0	0
OTU_669	0	0	0	0	0	12	0	0	0	0	6	0	0	0	65	0	0	13	0	0	25	74	0	0	0	0	0	0	0	0	124	4	0	25	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_4403	0	1	8	0	0	2	0	0	0	51	0	0	48	2	19	0	0	0	0	0	0	11	15	0	2	0	6	0	0	4	0	0	13	0	5	0	7	0	0	0	248	0	0	0	7	0	0	0
OTU_390	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_384	0	0	3	26	0	0	0	2	66	58	0	7	309	37	0	0	6	0	111	12	0	0	30	0	36	0	1	0	0	41	0	0	47	0	72	0	7	0	0	36	104	13	0	0	145	0	0	0
OTU_667	0	22	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	450	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_536	0	0	0	0	0	63	0	0	0	0	48	0	11	0	0	0	0	29	0	0	58	7	2	0	0	0	0	0	0	0	15	67	0	0	0	0	11	0	0	0	11	0	77	0	0	0	0	0
OTU_4627	108	39	9	3	0	8	55	1	228	73	1	3	17	1	0	8	0	0	26	1	2	0	0	1	6	0	3	0	0	9	0	1	7	0	51	0	21	40	3	1	19	109	0	0	80	17	0	0
OTU_419	75	14	12	5	0	0	0	0	0	2	1	62	3	39	0	154	11	0	0	0	0	0	26	0	2	0	5	0	0	103	0	2	50	0	0	0	3	0	0	4	1	0	0	0	5	2	0	0
OTU_499	15	13	0	4	0	90	3	0	0	0	133	0	0	1	0	18	0	0	0	1	94	0	1	0	8	0	0	0	0	0	3	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_484	0	0	0	2	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0
OTU_726	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU_830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	6	0	0	0	84	0	0	0	0	0	0	0	0	3	0	0	46	0	0	0	0	0	0	0	0	17	0	0	0	0	0
OTU_818	0	0	0	1	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_186	1	0	0	310	0	0	0	0	0	0	1	25	0	505	0	0	21	0	24	38	0	0	342	0	493	0	46	0	0	35	0	0	0	0	0	0	0	0	0	31	0	6	4	0	0	0	0	0
OTU_578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	97	0	0	8	37	0	0	0	0	0	0	0	0	149	5	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	12
OTU_5724	2	20	0	70	0	3	28	0	0	0	9	42	0	31	0	0	110	0	3	218	52	0	39	0	66	0	34	0	0	12	0	6	1	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0
OTU_398	0	0	11	0	0	0	0	0	22	36	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	85	0	57	0	59	0	11	0	94	0	0	0	106	0	0	0
OTU_677	2	9	0	35	0	34	0	0	0	1	10	16	2	87	0	0	1	0	18	43	12	2	25	0	50	0	7	0	0	33	2	3	1	0	0	0	0	0	0	5	10	1	0	0	6	3	0	0
OTU_381	4	0	0	0	0	11	0	0	0	0	21	0	8	0	148	12	0	29	0	0	10	204	1	0	0	0	0	0	0	0	206	1	9	0	0	0	4	0	0	0	3	0	137	0	0	0	0	0
OTU_1229	0	0	0	3	0	0	0	0	0	0	0	0	0	57	0	0	0	0	4	0	0	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_5015	0	0	0	0	0	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	19	0	3	0	0	0	100	0	0	1	308	1	0	0
OTU_6070	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_705	0	0	0	0	0	0	0	0	0	0	31	0	47	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	86	174	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_915	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0
OTU_577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_580	44	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	16	0	21	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0
